"rank","method","acc_imp_o_avg","acc_imp_o_best","nll_imp_o_avg","nll_imp_o_best","ece_imp_o_avg","ece_imp_o_best"
35,"grad_m1 + M2",0.0603219298245614,0.036378947368421,0.310182731925395,0.143743307966935,0.0612864236167648,0.0156455059421428
36,"grad_m1 + SBT",0.0473745614035088,0.0234315789473684,,,,
37,"grad_m1.uncert + BC",0.061269298245614,0.0373263157894737,-1.3692319262446,-1.53567135020306,-0.525468362609676,-0.571109280284298
38,"grad_m1.uncert + M1",0.0612412280701754,0.0372982456140351,-1.36968845599576,-1.53612787995422,-0.525541141972338,-0.57118205964696
39,"grad_m1.uncert + M2",0.0611956140350877,0.0372526315789473,-1.37127818925339,-1.53771761321185,-0.525649221924444,-0.571290139599066
40,"grad_m1.uncert + SBT",0.0612482456140351,0.0373052631578947,-1.36788467932166,-1.53432410328012,-0.525245271835541,-0.570886189510163
41,"grad_m2 + BC",0.0574201754385965,0.0334771929824561,0.290400297495357,0.123960873536896,0.0360523004640351,-0.00958861721058687
42,"grad_m2 + M1",0.0607956140350877,0.0368526315789473,0.324136111297106,0.157696687338645,0.0680504287347982,0.0224095110601762
43,"grad_m2 + M2",0.0611271929824561,0.0371842105263158,0.325266558873026,0.158827134914566,0.0699895707024425,0.0243486530278205
44,"grad_m2 + SBT",0.0610078947368421,0.0370649122807017,0.321641086486348,0.155201662527887,0.0689216157617538,0.0232806980871318
45,"grad_m2.uncert + BC",0.0612552631578947,0.0373122807017544,-1.36926168673917,-1.53570111069763,-0.525466150963646,-0.571107068638268
46,"grad_m2.uncert + M1",0.0612517543859649,0.0373087719298245,-1.36972463287805,-1.53616405683651,-0.525556415401138,-0.57119733307576
47,"grad_m2.uncert + M2",0.0612149122807017,0.0372719298245614,-1.37126199561253,-1.53770141957099,-0.525665377920265,-0.571306295594887
48,"grad_m2.uncert + SBT",0.0612482456140351,0.0373052631578947,-1.36789196781945,-1.53433139177791,-0.525252678496926,-0.570893596171548
49,"logreg + BC",0.0408008771929824,0.0168578947368421,0.213236750740754,0.0467973267822935,0.0248528835772161,-0.0207880340974059
50,"logreg + M1",0.0614114035087719,0.0374684210526315,0.289335479338964,0.122896055380503,0.0484118033037112,0.00277088562908925
51,"logreg + M2",0.0609657894736842,0.0370228070175438,0.268501342911469,0.102061918953009,0.0309792948363904,-0.0146616228382316
52,"logreg + SBT",0.0596061403508772,0.0356631578947368,0.294107714243103,0.127668290284642,0.0673688350637492,0.0217279173891272
53,"logreg.uncert + BC",0.0624482456140351,0.0385052631578947,-1.37031976329653,-1.53675918725499,-0.527030990393669,-0.572671908068291
54,"logreg.uncert + M1",0.0624763157894737,0.0385333333333333,-1.37157871168956,-1.53801813564802,-0.527306378492269,-0.572947296166891
55,"logreg.uncert + M2",0.0631675438596491,0.0392245614035087,-1.37625759892296,-1.54269702288142,-0.528792102690459,-0.574433020365081
56,"logreg.uncert + SBT",0.06325,0.0393070175438596,-1.36527090062175,-1.53171032458021,-0.52765689772276,-0.573297815397382
57,"logreg_no_interc + BC",0.0576956140350877,0.0337526315789473,0.291720568610911,0.12528114465245,0.0284648495971372,-0.0171760680774848
58,"logreg_no_interc + M1",0.0627412280701754,0.0387982456140351,0.335151208597317,0.168711784638857,0.0725052321346052,0.0268643144599832
59,"logreg_no_interc + M2",0.0604991228070175,0.0365561403508772,0.301742817749057,0.135303393790596,0.060029492615477,0.014388574940855
60,"logreg_no_interc + SBT",0.0620394736842105,0.0380964912280701,0.319360589249092,0.152921165290632,0.0682113487273455,0.0225704310527235
61,"logreg_no_interc.uncert + BC",0.0625149122807017,0.0385719298245614,-1.37027660744232,-1.53671603140078,-0.527115577750169,-0.572756495424791
62,"logreg_no_interc.uncert + M1",0.0627078947368421,0.0387649122807017,-1.37117757033883,-1.5376169942973,-0.527580521167501,-0.573221438842123
63,"logreg_no_interc.uncert + M2",0.0633377192982456,0.0393947368421052,-1.37514626927543,-1.54158569323389,-0.52894057890629,-0.574581496580912
64,"logreg_no_interc.uncert + SBT",0.0635114035087719,0.0395684210526316,-1.36568136957654,-1.532120793535,-0.528093981719984,-0.573734899394606
65,"logreg_no_interc_sweep_C + BC",0.0579798245614035,0.0340368421052631,0.241400067743502,0.0749606437850417,-0.0194299067288899,-0.0650708244035118
66,"logreg_no_interc_sweep_C + M1",0.0650605263157895,0.0411175438596491,0.275014900847485,0.108575476889025,-0.00658356301943984,-0.0522244806940618
67,"logreg_no_interc_sweep_C + M2",0.0643921052631579,0.0404491228070175,0.275123035175758,0.108683611217298,0.000488995966550551,-0.0451519217080714
68,"logreg_no_interc_sweep_C + SBT",0.0652710526315789,0.0413280701754386,0.267425097917256,0.100985673958795,-0.011712208275863,-0.0573531259504849
69,"logreg_no_interc_sweep_C.uncert + BC",0.0622780701754386,0.0383350877192982,-1.37938835066661,-1.54582777462508,-0.528375102321438,-0.57401601999606
70,"logreg_no_interc_sweep_C.uncert + M1",0.0624657894736842,0.0385228070175438,-1.38018366485311,-1.54662308881157,-0.528828041154172,-0.574468958828794
71,"logreg_no_interc_sweep_C.uncert + M2",0.0628342105263158,0.0388912280701754,-1.38280484707732,-1.54924427103578,-0.529835801980082,-0.575476719654704
72,"logreg_no_interc_sweep_C.uncert + SBT",0.0628570175438596,0.0389140350877193,-1.37655288033318,-1.54299230429164,-0.529051419494576,-0.574692337169198
73,"logreg_sweep_C + BC",0.0443447368421053,0.0204017543859649,0.197687588762819,0.0312481648043582,-0.0100947650018753,-0.0557356826764973
74,"logreg_sweep_C + M1",0.0620763157894737,0.0381333333333333,0.231775741305268,0.0653363173468071,-0.0130638213697494,-0.0587047390443714
75,"logreg_sweep_C + M2",0.0639868421052631,0.0400438596491228,0.2382977495068,0.0718583255483393,-0.0237286907310287,-0.0693696084056507
76,"logreg_sweep_C + SBT",0.063530701754386,0.0395877192982456,0.255946923243372,0.0895074992849116,-0.0127545569190069,-0.0583954745936289
77,"logreg_sweep_C.uncert + BC",0.0622061403508772,0.0382631578947368,-1.38053841705908,-1.54697784101754,-0.52858102382079,-0.574221941495412
78,"logreg_sweep_C.uncert + M1",0.0623026315789474,0.038359649122807,-1.38131419137905,-1.54775361533751,-0.528804701230113,-0.574445618904735
79,"logreg_sweep_C.uncert + M2",0.0627184210526316,0.0387754385964912,-1.3850836685875,-1.55152309254596,-0.530034292767053,-0.575675210441675
80,"logreg_sweep_C.uncert + SBT",0.0626973684210526,0.0387543859649122,-1.37725539949902,-1.54369482345748,-0.528971163408929,-0.574612081083551
81,"prob_average + BC",0.0430868421052632,0.0191438596491228,0.223184019327164,0.0567445953687032,0.0322666950687243,-0.0133742226058977
82,"prob_average + M1",0.0510114035087719,0.0270684210526315,0.208998704688591,0.0425592807301304,-0.0290025134260456,-0.0746434311006676
83,"prob_average + M2",0.0530324561403509,0.0290894736842105,0.164747142478039,-0.0016922814804211,-0.0696584211923836,-0.115299338867006
84,"prob_average + SBT",0.0531798245614035,0.0292368421052631,0.214772482190216,0.0483330582317553,-0.0393756574281214,-0.0850165751027434
85,"prob_average.uncert + BC",0.0622236842105263,0.0382807017543859,-1.38174221337887,-1.54818163733733,-0.527350866562572,-0.572991784237194
86,"prob_average.uncert + M1",0.06225,0.0383070175438596,-1.38246282307725,-1.54890224703571,-0.527483459709114,-0.573124377383736
87,"prob_average.uncert + M2",0.062209649122807,0.0382666666666666,-1.3842280784197,-1.55066750237816,-0.527638869931954,-0.573279787606576
88,"prob_average.uncert + SBT",0.0621342105263158,0.0381912280701754,-1.38118475309589,-1.54762417705436,-0.527345334833259,-0.572986252507881
89,"baseline - TemperatureScaling",0.0611447368421053,0.0372017543859649,0.259712828355923,0.0932734043974625,-0.0260546899057533,-0.0716956075803753
